ID,TEXT,PET_WORDFORM,PET,TRANSLATION,LABEL,CATEGORY,YEAR,NOTES,PUN,LABEL2,LABEL3,NOTES2,SOURCE,LEMMA_COUNT,EUPH_STATUS
62,В деяких країнах аутистів називають« <діти дощу> ».,Діти дощу,дитина дощу,Rain child,1,impairments,,,,,,,GRAC,25,always_euph
63,"В іншій родині шестирічна дитина <з порушенням слуху> потрапила в інтернат, оскільки там принаймні був сурдолог – чи не єдиний на область.",з порушенням слуху,з порушенням слуху,with hearing impairment,1,impairments,,,,,,,GRAC,25,always_euph
64,"В оновленому "" Законі про освіту "" 1992 року, у розділі про навчання дітей з особливими освітніми потребами, серед пріоритетів визначено: роботу щодо взаємодії шкіл з установами різного підпорядкування з метою надання всебічної допомоги школярам з особливими освітніми потребами різнопрофільними фахівцями, які мають працювати узгоджено та в тісному контакті ; залучення батьків до процесу навчання дітей <з особливостями розвитку> .",з особливостями розвитку,з особливостями розвитку,with developmental peculiarities (disability),1,impairments,,,,,,,GRAC,19,sometimes_euph
65,В результаті пожежі чотирьох мешканців врятувати не вдалося — серед них прикута до ліжка жінка та чоловік 70 років <з порушенням слуху>.,з порушенням слуху,з порушенням слуху,with hearing impairment,1,impairments,,,,,,,GRAC,25,always_euph
66,В Україні пройшов конкурс краси за участі дівчат <з порушенням слуху> Сумчанка Ірина Тимченко стала переможницею ІХ Всеукраїнського конкурсу краси серед дівчат з порушеннями органів слуху«Міс УТОГ-2013».,з порушенням слуху,з порушенням слуху,with hearing impairment,1,impairments,,,,,,,GRAC,25,always_euph
67,"В Україні розробили рекомендації для занять музикою з дітьми <з особливостями розвитку> Вперше в Україні розробили педагогічні рекомендації для знайомства з музикою дітей з особливостями інтелектуального розвитку, зокрема синдромом Дауна.",з особливостями розвитку,з особливостями розвитку,with developmental peculiarities (disability),1,impairments,,,,,,,GRAC,19,sometimes_euph
68,В Україні теж нещодавно була ініціатива – перевести злочинців <з психічними порушеннями> у звичайні психіатричні лікарні.,з психічними порушеннями,з психічними порушеннями,with a psychic disorder,1,impairments,,,,,,,GRAC,14,sometimes_euph
69,"Важливо зазначити, що після відкриття цей драматичний театр стане першим в Україні, повністю пристосованим для людей <з особливими потребами>.",з особливими потребами,з особливими потребами,with special needs,1,impairments,,,,,,,GRAC,25,always_euph
70,"Валентина Плахтій, проректор з виховної роботи багато часу приділяє молоді <з особливими потребами>.",з особливими потребами,з особливими потребами,with special needs,1,impairments,,,,,,,GRAC,25,always_euph
71,Велика Британія ПроектNOW За проектомNOW у Північній Ірландії проводиться навчання та надається підтримка людям <з психічними порушеннями> та постійна робота за бажанням.,з психічними порушеннями,з психічними порушеннями,with a psychic disorder,1,impairments,,,,,,,GRAC,14,sometimes_euph
73,"Взагалі, потрібно розуміти, що всі письменники – <несповна розуму> .",Несповна розуму,несповна розуму,Not all there.,1,impairments,,,,,,,GRAC,25,always_euph
75,"Використання масок дітьми <з особливостями розвитку> чи інвалідністю не повинне бути обов'язковим, рішення приймається виходячи з індивідуальної оцінки конкретних обставин батьками чи доглядачами, вихователями та / або медичним працівником.",з особливостями розвитку,з особливостями розвитку,with developmental peculiarities (disability),1,impairments,,,,,,,GRAC,19,sometimes_euph
76,Виставку «Країна кольорів. <діти дощу>. Погляд дитини з аутизмом» відкрили сьогодні в обласному художньому музеї ім. Й.Бокшая в Ужгороді. Експозицію підготували вихованці медико-соціального реабілітаційного центру «Дорога життя» до Всесвітнього дня поширення інформації про аутизм.,Діти дощу,дитина дощу,Rain child,1,impairments,,,,,,,PAWUK,25,always_euph
77,"Відтак, міське управління охорони здоров'я разом із Луцькою дитячою кінно-спортивною школою та громадським об'єднанням ""<Особлива дитина >"" планують спільними зусиллями започаткувавти безкоштовні курси іпотерапії.",Особлива дитина,особлива дитина,special child,1,impairments,,,,,,,GRAC,20,sometimes_euph
79,"Він спльовував і говорив сам до себе, мов <несповна розуму> .",Несповна розуму,несповна розуму,Not all there.,1,impairments,,,,,,,GRAC,25,always_euph
81,"Власне, син Соломії Олекса ― також така <особлива дитина>.",Особлива дитина,особлива дитина,special child,1,impairments,,,,,,,GRAC,20,sometimes_euph
82,"Вона була єдина донька. Народилась із синдромом Дауна. Тоді Іра почала вести сторінку в інстаграмі. Розповідала про успіхи доньки, ділилася порадами щодо виховання <cонячних дітей>. Працювала дизайнеркою в Києві. Виїхала до Вінниці наприкінці лютого. Там у неї живе мати.",Сонячних дітей,сонячна дитина,Sun child,1,impairments,,,,,,,PAWUK,23,sometimes_euph
83,"Вона вийшла з ладу в п'ятницю, коли на дерево спробував залізти <емоційно нестабільний> чоловік.",Емоційно нестабільний,емоційно нестабільний,emotinally unstable,1,impairments,,,,,,,GRAC,22,sometimes_euph
84,"Вона розповіла, що її хрещеник Андрій - <особлива дитина>, і відтоді, як він з'явився на світ, вона завжди поруч з ним.",Особлива дитина,особлива дитина,special child,1,impairments,,,,,,,GRAC,20,sometimes_euph
85,Вони завернули за ріг і побачили вузький ґанок із пандусом для людей <з особливими потребами> перед громіздкими дверима з темної сталі.,з особливими потребами,з особливими потребами,with special needs,1,impairments,,,,,,,GRAC,25,always_euph
87,"Всі учасники флеш-мобу зібралися на площі перед облдержадміністарцією, щоб запустити у небо повітряні кульки, на яких кожен написав свої побажання для особливих“ <дітей дощу> ”.",Дітей дощу,дитина дощу,Rain child,1,impairments,,,,,,,GRAC,25,always_euph
88,Втім люди <з особливостями розвитку> та інвалідністю досі залишалися за рамками дискусій про репрезентацію в фешн-індустрії.,з особливостями розвитку,з особливостями розвитку,with developmental peculiarities (disability),1,impairments,,,,,,,GRAC,19,sometimes_euph
89,"Гарний єфір,дуже вдячна вам. Точне порівняння : ,, Україна до 14-го року була <сонячною дитиною>"". Як же хочеться ,щоб у владі були люди інтелектуали,справжні лідери,яких в нас дуже багато серед нашого суспільства.",Сонячною дитиною,сонячна дитина,Sun child,1,impairments,,,,,,,PAWUK,23,sometimes_euph
90,"Глава великого модельного агентстваSilentModels в Парижі Вінсент Пітер говорить, що поки до них не надходило запитів на моделей <з особливостями розвитку> .",з особливостями розвитку,з особливостями розвитку,with developmental peculiarities (disability),1,impairments,,,,,,,GRAC,19,sometimes_euph
91,"гнівуSaraGruen,Waterforelephants Генрі Марш, Історія про життя, смерть та нейрохірургіюBobHolman,Singitbacktome Габрієль Гарсіа Маркес, Кохання під час холери Колин Маккалоу, Поющие в терновнике Френсіс Годґсон Бернет, Таємний сад Антон Чехов, Три сестрыAntoinede Saint-Exupéry,Nightflight Емілі Бронте, Грозовий перевал Джейн Остин, Менсфилд Парк Ішіґуро Кадзуо, Не відпускай мене Андрій Бондар, І тим, що в Гробах Маріанна Кіяновська / Мар'яна Савка, Листи з Литви / Листи зі Львова Білосніжка в пексах ( для дітей <з особливостями розвитку> )Ukraine.",з особливостями розвитку,з особливостями розвитку,with developmental peculiarities (disability),1,impairments,,,,,,,GRAC,19,sometimes_euph
92,"Голова держави відзначив професійну роботу фахівців, що займаються фізкультурно-спортивною реабілітацією людей <з порушенням слуху> та підготовкою глухих спортсменів.",з порушенням слуху,з порушенням слуху,with hearing impairment,1,impairments,,,,,,,GRAC,25,always_euph
93,"Гріффітс підкреслив, що без чистої води люди будуть більш <схильні до хвороб> , і що діти в такій ситуації — найбільш уразливі.",схильні до хвороб,схильний до хвороб,prone to ilness,1,impairments,,,,,,,GRAC,25,sometimes_euph
94,Дауни - <Сонячні діти>.😢 А от Zaйфіді інвалід по життю.,Сонячні діти,сонячна дитина,Sun child,1,impairments,,,,,,,PAWUK,23,sometimes_euph
95,"Двох чоловіків, які пересуваються за допомогою крісла колісного, готові були прийняти в одному місці, в інших знайшлися вільні місця окремо для жінок і окремо для чоловіків, а чоловіка <з психічними порушеннями> чекали у спецзакладі.",з психічними порушеннями,з психічними порушеннями,with a psychic disorder,1,impairments,,,,,,,GRAC,14,sometimes_euph
96,"Десантник, майор ЗСУ. Пішов захищати Україну у перші дні російської агресії навесні 2014-го. alt року воював у найгарячіших точках на сході України. У серпні 2014 році отримав важке поранення та травму хребта. Тепер спортсмен здобуває перемоги <на візку> – раніше він став фінішером Лондонського марафону.",На візку,на візку,in a wheelchair (disability),1,impairments,,,,,,,PAWUK,12,sometimes_euph
97,"Деякі діти переносять легше, а наша донька <схильна до хвороб> і часто підхоплює інфекції ”, – пояснює Лілія.",схильна до хвороб,схильний до хвороб,prone to ilness,1,impairments,,,,,,,GRAC,25,sometimes_euph
98,"Директор департаменту освіти і науки ЛОДА Людмила Мандзій зазначила, що символом цієї акції є одяг синього та блакитного кольору, адже люди з аутизмом —« <діти дощу> ».",Діти дощу,дитина дощу,Rain child,1,impairments,,,,,,,GRAC,25,always_euph
99,"Діти <з особливостями розвитку> ( аутисти, діти з синдромом Дауна, ДЦП ), як відомо, важко контактують з іншими людьми.",з особливостями розвитку,з особливостями розвитку,with developmental peculiarities (disability),1,impairments,,,,,,,GRAC,19,sometimes_euph
100,"Діти <з порушенням слуху> дуже полюбляють копіювати вчителя, тому я намагаюсь надати їм можливість обирати та створювати власний практичний продукт.",з порушенням слуху,з порушенням слуху,with hearing impairment,1,impairments,,,,,,,GRAC,25,always_euph
101,"Для виклику екстрених служб Миколаєва людині <з порушенням слуху> або мови необхідно зі свого мобільного телефону, зареєстрованого в Миколаївській організації УОТГ, відправитиSMS на номер МНС,«швидкої» або міліції.",з порушенням слуху,з порушенням слуху,with hearing impairment,1,impairments,,,,,,,GRAC,25,always_euph
102,"Для відвідувачів передбачено нові санвузли, зокрема для людей <з обмеженими можливостями> .",з обмеженими можливостями,з обмеженими можливостями,with a disability,1,impairments,,,,,,,GRAC,23,sometimes_euph
104,"Для обговорення у відкритому форматі було відібрано роботи, які, насамперед, були: підтримані двома і більше експертами ; адресовані людям <з особливими потребами>; представляють нові мистецькі практики або оригінальні явища культури.",з особливими потребами,з особливими потребами,with special needs,1,impairments,,,,,,,GRAC,25,always_euph
105,"До складання індивідуальної навчальної програми залучають батьків дитини, адже враховується їхнє бачення навчання та їхні пропозиції щодо організації навчально-виховного процесу дітей <з особливостями розвитку> .",з особливостями розвитку,з особливостями розвитку,with developmental peculiarities (disability),1,impairments,,,,,,,GRAC,19,sometimes_euph
106,"До того ж, як і всі соціально відповідальні підприємства,UrbanSpace 100 подбали про комфортні умови для людей <з обмеженими можливостями> , для чого створили скрізь безбар'єрний простір.",з обмеженими можливостями,з обмеженими можливостями,with a disability,1,impairments,,,,,,,GRAC,23,sometimes_euph
107,До участі у проекті запрошуються учасники АТО та люди <з обмеженими можливостями> .,з обмеженими можливостями,з обмеженими можливостями,with a disability,1,impairments,,,,,,,GRAC,23,sometimes_euph
108,Досвід інклюзії Інклюзивна освіта має сприяти соціалізації дітей <з особливостями розвитку> та адекватному сприйняттю їх суспільством.,з особливостями розвитку,з особливостями розвитку,with developmental peculiarities (disability),1,impairments,,,,,,,GRAC,19,sometimes_euph
109,"Дослідження показали, що самотні, овдовілі або розлучені значно більше <схильні до хвороб> , ніж люди сімейні.",схильні до хвороб,схильний до хвороб,prone to ilness,1,impairments,,,,,,,GRAC,25,sometimes_euph
111,"Доступність телебачення, фільмів, театральних вистав та інших культурних заходів ( розширене субтитрування для людей <з порушенням слуху> та звукопис для незрячих людей ).",з порушенням слуху,з порушенням слуху,with hearing impairment,1,impairments,,,,,,,GRAC,25,always_euph
112,"Друга — <емоційно нестабільна> дівчина, якій навпаки є що сказати щодо рішення Лілі.",Емоційно нестабільна,емоційно нестабільний,emotinally unstable,1,impairments,,,,,,,GRAC,22,sometimes_euph
113,"Думки крутилися лише довкола того, як він виштовхуватиме її з квартири, коли зрозуміє, що вона таки <несповна розуму> .",Несповна розуму,несповна розуму,Not all there.,1,impairments,,,,,,,GRAC,25,always_euph
114,"Евакуація <на візку>: що пережила жінка з інвалідністю, рятуючись від окупантів у Бучі",На візку,на візку,in a wheelchair (disability),1,impairments,,,,,,,PAWUK,12,sometimes_euph
115,"Епітетом «<сонячна дитина>» ряснять публікації в ЗМІ, де розповідають про загиблу від російської ракети дівчинку Лізу у Вінниці. Так її називає в своєму дописі й скандальний фіксер Антон Кудінов, відомий тим, що першим узяв інтерв’ю у її матері https://bit.ly/3zgSaKb Та чи коректно вживати цей термін?",Cонячна дитина,сонячна дитина,Sun child,1,impairments,,,,,,,PAWUK,23,sometimes_euph
116,"Жив Сільвер у Мейєрової вдови, трохи <несповна розуму> .",Несповна розуму,несповна розуму,Not all there.,1,impairments,,,,,,,GRAC,25,always_euph
117,"Жінка зауважує, що <особлива дитина> в класі – неабияке випробування для &gt; вчителя:“ Якщо не зможеш працювати з нею, то як вчиш всіх інших?",Особлива дитина,особлива дитина,special child,1,impairments,,,,,,,GRAC,20,sometimes_euph
118,"Жінки, які пережили три травматичні події, <схильні до хвороб> серця - кардіологи Вчені з Університету Піттсбурга виявили, що жінки, які пережили три травматичні події, <схильні до хвороб> серця, пишеTheDailyMail.",схильні до хвороб,схильний до хвороб,prone to ilness,1,impairments,,,,,,,GRAC,25,sometimes_euph
119,"З благословіння Високопреосвященнішого Феодора, архієпископа Мукачівського і Ужгородського за ініціативи голови Іршавського молодіжного товариства імені пророка Господнього і Хрестителя Іоанна, архімандрита Агапіта ( Шпиняка ) вперше на Закарпатті організовується фестиваль коляди в якому візьмуть участь люди <з обмеженими можливостями> .",з обмеженими можливостями,з обмеженими можливостями,with a disability,1,impairments,,,,,,,GRAC,23,sometimes_euph
120,З вересня 2012 р. при школі-інтернаті для дітей <з порушенням опорно-рухового апарату> функціонує клас для аутистів.,з порушенням опорно-рухового апарату,з порушенням опорно-рухового апарату,with musculoskeletal disorders,1,impairments,,,,,,,GRAC,25,always_euph
121,"З метою задоволення потреб населення району в безкоштовному здобутті дітьми дошкільної освіти, відновить роботу дошкільний заклад ( ясла-садок ) комбінованого типу проектною потужністю 14 груп на 260 місць, де працюватимуть групи загального розвитку та групи компенсуючого типу для дітей з порушенням опорно-рухового апарату .",з порушенням опорно-рухового апарату,з порушенням опорно-рухового апарату,with musculoskeletal disorders,1,impairments,,,,,,,GRAC,25,always_euph
122,"З них п'ять шестимісних авто, обладнаних підйомними пристроями для перевезення інвалідів <з порушенням опорно-рухового апарату> і один девятимісний автомобіль.",з порушенням опорно-рухового апарату,з порушенням опорно-рухового апарату,with musculoskeletal disorders,1,impairments,,,,,,,GRAC,25,always_euph
123,"За інформацією пресслужби Уповноваженого, Дунаєвецький психоневрологічний інтернат створений для тимчасового або постійного перебування людей <з психічними порушеннями>.",з психічними порушеннями,з психічними порушеннями,with a psychic disorder,1,impairments,,,,,,,GRAC,14,sometimes_euph
124,"За словами Гайфілд, вона не знала, що крім неї самої Бейкери ґвалтували жінку <з особливостями розвитку> і знущалися над нею Про це пише Радіо Польща.",з особливостями розвитку,з особливостями розвитку,with developmental peculiarities (disability),1,impairments,,,,,,,GRAC,19,sometimes_euph
125,"За словами Гайфілд, вона не знала, що крім неї самої Бейкери ґвалтували жінку <з особливостями розвитку> і знущалися над нею Як розповіли в прес-службі СБУ, до складу злочинного угруповання входили близько двадцяти учасників з різних регіонів України, а організатором був житель Харкова, студент одного з вищих навчальних закладів.",з особливостями розвитку,з особливостями розвитку,with developmental peculiarities (disability),1,impairments,,,,,,,GRAC,19,sometimes_euph
126,"За словами Дрохобіцер, коли дівчина звернулася в їх компанію ( у 2018-му ), вона була <емоційно нестабільна> і налякана.",Емоційно нестабільна,емоційно нестабільний,emotinally unstable,1,impairments,,,,,,,GRAC,22,sometimes_euph
127,"Залишається на весь період навчання, харчування і дітей-сиріт, і дітей, позбавлених батьківського піклування і <з особливими потребами> і ще багато деяких речей.",з особливими потребами,з особливими потребами,with special needs,1,impairments,,,,,,,GRAC,25,always_euph
128,"Зараз ми робимо дуже великий акцент, щоб всі спортивні об'єкти були максимально адаптовані, доступні для людей <з порушенням опорно-рухового апарату>», – пояснив організатор фестивалю.",з порушенням опорно-рухового апарату,з порушенням опорно-рухового апарату,with musculoskeletal disorders,1,impairments,,,,,,,GRAC,25,always_euph
129,"Зі слів Вільєгаса, "" <емоційно нестабільний>"" Вестон Кейдж під час конфлікту викрикував погрози на адресу опонента та його родичів.",Емоційно нестабільний,емоційно нестабільний,emotinally unstable,1,impairments,,,,,,,GRAC,22,sometimes_euph
130,"Знайомитися з Ванею я трохи боявся — йому вже 13 років і передбачити, якою виявиться поведінка цієї великої“ <дитини дощу> ” було важко.",Дитини дощу,дитина дощу,Rain child,1,impairments,,,,,,,GRAC,25,always_euph
131,"Знайомтесь – Наталія Гериш, заступник директора спеціального загальноосвітнього-навчально-виховного закладу«школа-дитячий садок» для дітей <з порушенням слуху>.",з порушенням слуху,з порушенням слуху,with hearing impairment,1,impairments,,,,,,,GRAC,25,always_euph
133,"Його можна масово зустріти й у раніших публікаціях у медія: «“<Сонячні діти>” приходять у цей світ, аби приносити добро», «Прийняти свою дитину. Історії батьків ""сонячних"" дітей», «<Сонячні діти> — хвороба чи дар Божий?», використовують цей епітет у статті медичного центру і навіть книзі «<Сонячні діти>. Діти із синдромом Дауна».",Сонячні діти,сонячна дитина,Sun child,1,impairments,,,,,,,PAWUK,23,sometimes_euph
134,"Його несамовитий вигляд і його незрозуміла і несподівана вимога викликали підозру, що він був <несповна розуму> в той момент.",Несповна розуму,несповна розуму,Not all there.,1,impairments,,,,,,,GRAC,25,always_euph
135,"І з дитинства було прийнято, що я <особлива дитина>.",Особлива дитина,особлива дитина,special child,1,impairments,,,,,,,GRAC,20,sometimes_euph
136,"І навпаки: чим менше людина відчуває любові, тим більше вона <схильна до хвороб> , психосоматичних розладів, депресивних станів.",схильна до хвороб,схильний до хвороб,prone to ilness,1,impairments,,,,,,,GRAC,25,sometimes_euph
138,"І, підводячи підсумки використання цієї програми – програми соціального захисту людей <з особливими потребами> – було прийнято рішення тут, в цьому залі Верховної Ради України, щодо того, що виконавши попередню програму, врахувавши деякі проблеми, деякі положення, які не були враховані в попередній програмі, дати доручення Кабінету Міністрів щодо розробки нової програми в цьому плані, яка би охоплювала період з 2007 по 2011 роки.",з особливими потребами,з особливими потребами,with special needs,1,impairments,,,,,,,GRAC,25,always_euph
139,"Іва Стішун, художниця <з порушенням слуху>, авторка та кураторка соц-арт проектів коментує цю ситуацію так: "" У мене відчуття, що ми тільки -но дійшли до того, що культурний сектор зацікавився – а як бути інклюзивним та доступним, і ось ця хвиля вщухла...",з порушенням слуху,з порушенням слуху,with hearing impairment,1,impairments,,,,,,,GRAC,25,always_euph
140,"Івана Мельничука до Кабінету Міністрів України, Міністерства соцполітики, Міністерства фінансів, Міністерства інфраструктури щодо забезпечення осіб <з обмеженими можливостями> ( інвалідів у візках ) автомобілем із спеціальним оснащенням для перевезення.",з обмеженими можливостями,з обмеженими можливостями,with a disability,1,impairments,,,,,,,GRAC,23,sometimes_euph
141,Інклюзивна освіта має сприяти соціалізації дітей <з особливостями розвитку> .,з особливостями розвитку,з особливостями розвитку,with developmental peculiarities (disability),1,impairments,,,,,,,GRAC,19,sometimes_euph
143,"Ірина Ханікова, яка очолює громадську організацію ""<Сонячні діти> Херсонщини"" разом з двома дітьми та чоловіком була змушена виїхати з окупованого Херсона.",Сонячні діти,сонячна дитина,Sun child,1,impairments,,,,,,,PAWUK,23,sometimes_euph
145,"Історії батьків ""сонячних"" дітей», «<Сонячні діти> — хвороба чи дар Божий?», використовують цей епітет у статті медичного центру і навіть книзі «<Сонячні діти>. Діти із синдромом Дауна». Термін «<Сонячні діти>» виник, щоб подолати страхи й упередження в суспільстві",Сонячні діти,сонячна дитина,Sun child,1,impairments,,,,,,,PAWUK,23,sometimes_euph
146,"Їхня чутливість підтверджується характеристиками їхньої нервової системи, яку відносно можна охарактеризувати як слабкою - <емоційно нестабільні> та мають високий рівень нейротизму, досить тривожні.",Емоційно нестабільні,емоційно нестабільний,emotinally unstable,1,impairments,,,,,,,GRAC,22,sometimes_euph
147,"Кав'ярня ""Старе місто"" у Луцьку, де працюють ""<Сонячні діти>"" стала волонтерським центром. Українські господині приносять пасочки, священники освячуюють їх і передають на передову для захисників.🇺🇦 Діти малюють малюнки з теплими побажаннями, щоб розрадити військових 🇺🇦. Переможемо! https://t.co/QWVkeZgYKL",Сонячні діти,сонячна дитина,Sun child,1,impairments,,,,,,,PAWUK,23,sometimes_euph
148,"Кажуть, попри запевнення батьків, жінка була тверезою, просто <емоційно нестабільна>, й винні у цьому маленькі пацієнти, йдеться в сюжеті ТСН.",Емоційно нестабільна,емоційно нестабільний,emotinally unstable,1,impairments,,,,,,,GRAC,22,sometimes_euph
150,"Ківі заміняє аспірин Людям, що <схильні до хвороб> серцево-судинної системи, лікарі рекомендують щодня вживати аспірин.",схильні до хвороб,схильний до хвороб,prone to ilness,1,impairments,,,,,,,GRAC,25,sometimes_euph
155,"Коли в сім'ї живе <особлива дитина> і весь ресурс спрямований на неї, то її брати й сестри страждають, бо стають додатком до хворої дитини.",Особлива дитина,особлива дитина,special child,1,impairments,,,,,,,GRAC,20,sometimes_euph
156,"Коли територіальний центр розпочав роботу, я працював у ньому близько року на волонтерських засадах. Не хотів сидіти вдома, а Центр - напевно, єдине місце у Городку, де людина <на візку> почувається як у своїй тарілці. Для цього тут створені усі умови. А ще у центрі реабілітації я мав змогу знову займатися своєю улюбленою медициною, бо за фахом я фельдшер.",На візку,на візку,in a wheelchair (disability),1,impairments,,,,,,,PAWUK,12,sometimes_euph
157,"Кореляційний зв'язок є суттєвим, а тому можна стверджувати, що <емоційно нестабільна> особистість матиме високий рівень тривоги та депресії.",Емоційно нестабільна,емоційно нестабільний,emotinally unstable,1,impairments,,,,,,,GRAC,22,sometimes_euph
159,"Крім того, особи, які здобувають освіту шляхом інклюзивної освіти - 91,3 % людей з порушенням слуху мають доступ до Інтернету[ 270, с.",з порушенням слуху,з порушенням слуху,with hearing impairment,1,impairments,,,,,,,GRAC,25,always_euph
160,"Крім того, планується збільшити бюджетні призначення Головному управлінню праці та соціального захисту населення КМДА на 1 млн. грн. для придбання та проведення ремонту автомобілів для перевезення інвалідів <з порушенням опорно-рухового апарату>.",з порушенням опорно-рухового апарату,з порушенням опорно-рухового апарату,with musculoskeletal disorders,1,impairments,,,,,,,GRAC,25,always_euph
161,"Крім того, серед пріоритетів міністр назвала активне залучення осіб <з психічними порушеннями> і їх родичів до діалогу в будівництві нової системи.",з психічними порушеннями,з психічними порушеннями,with a psychic disorder,1,impairments,,,,,,,GRAC,14,sometimes_euph
162,"Крок назустріч: як у хмельницькій школі ламають стереотипи та впроваджують інклюзивну освіту Щорічно 3 грудня, у міжнародний День людей з <особливими потребами>, у Хмельницькому фахівці галузі освіти проводять тиждень поінформованості про дітей з інвалідністю.",з особливими потребами,з особливими потребами,with special needs,1,impairments,,,,,,,GRAC,25,always_euph
163,"Крупніші, не <схильні до хвороб> , їх зручно прополювати, проріджувати і т. д.",схильні до хвороб,схильний до хвороб,prone to ilness,1,impairments,,,,,,,GRAC,25,sometimes_euph
164,Лев досить <особлива дитина> і разом із тим звичайний восьмирічний хлопчик.,Особлива дитина,особлива дитина,special child,1,impairments,,,,,,,GRAC,20,sometimes_euph
165,"Лікарі встановили підвищений тиск і <емоційно нестабільний> стан жінки, а також відсутність зовнішніх і внутрішніх пошкоджень чи будь-яких інших ознак застосування до неї фізичного насилля».",Емоційно нестабільний,емоційно нестабільний,emotinally unstable,1,impairments,,,,,,,GRAC,22,sometimes_euph
166,"Лукашенко. Поїздять на своїх двох. Звичайні люди. А Zaсранці , хто на одній, хто <на візку>, а багато, в чорних мішках.",На візку,на візку,in a wheelchair (disability),1,impairments,,,,,,,PAWUK,12,sometimes_euph
167,Львівські інваспортсмени вибороли медалі на етапі Кубка Європи у стрільбі з лука Львівські інваспортсмени <з порушенням опорно-рухового апарату> повернулися з Кубка Європи з нагородами в особистій та командних першостях.,з порушенням опорно-рухового апарату,з порушенням опорно-рухового апарату,with musculoskeletal disorders,1,impairments,,,,,,,GRAC,25,always_euph
168,"Львова Кузмінов Григорій у складі збірної команди України отримав золоту медаль в чемпіонаті Європи з настільного тенісу, серед спортсменів <з порушенням слуху>, який проходив в Австрії з 6 по 12 вересня.",з порушенням слуху,з порушенням слуху,with hearing impairment,1,impairments,,,,,,,GRAC,25,always_euph
169,"Люди <з обмеженими можливостями> малювали картини, щоб привернути увагу влади Франківська Аби привернути увагу місцевої влади до своїх проблем.",з обмеженими можливостями,з обмеженими можливостями,with a disability,1,impairments,,,,,,,GRAC,23,sometimes_euph
170,"Люди з 1-ою групою крові, стверджують дослідники, <схильні до хвороб> шлунку, зате ризик розвитку хвороб серця і малярії у них нижчий, ніж у інших.",схильні до хвороб,схильний до хвороб,prone to ilness,1,impairments,,,,,,,GRAC,25,sometimes_euph
171,"Люди похилого віку, бездомні і люди без кондиціонера найбільш <схильні до хвороб> , пов'язаних зі спекою.",схильні до хвороб,схильний до хвороб,prone to ilness,1,impairments,,,,,,,GRAC,25,sometimes_euph
172,"Людина — істота дуже недосконала, у неї колосальний генетичний тягар, вона <схильна до хвороб> і може жити лише в дуже обмеженому діапазоні умов.",схильна до хвороб,схильний до хвороб,prone to ilness,1,impairments,,,,,,,GRAC,25,sometimes_euph
173,"Лютий дуже половинчастий: пристрасті, що переходять у страждання ( це властиве Ракам, які <схильні до хвороб> кохання ) будуть дошкуляти їм до 19 лютого.",схильні до хвороб,схильний до хвороб,prone to ilness,1,impairments,,,,,,,GRAC,25,sometimes_euph
174,"Мабуть, архітектор був <несповна розуму> .",Несповна розуму,несповна розуму,Not all there.,1,impairments,,,,,,,GRAC,25,always_euph
175,"Майстер спорту України міжнародного класу з настільного тенісу серед спортсменів <з порушенням опорно-рухового апарату>, член національної паралімпійської збірної команди України.",з порушенням опорно-рухового апарату,з порушенням опорно-рухового апарату,with musculoskeletal disorders,1,impairments,,,,,,,GRAC,25,always_euph
